date_start,date_end,pollster,poll_sponsor,poll_type,poll_subject,question_text,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,poll_url
2020-05-15,2020-05-17,Léger,Association for Canadian Studies,0,1,Are you afraid that someone in your immediate family will be contracting the COVID-19 (Coronavirus)?,a,all,1001,29.0,36.0,18.0,12.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-19-2020.pdf
2020-05-11,2020-05-17,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,4117,10.0,41.0,34.0,16.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-05-15,2020-05-17,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1001,27.0,34.0,20.0,15.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-19-2020.pdf
2020-05-15,2020-05-17,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,34.0,40.0,16.0,7.0,https://big.assets.huffingtonpost.com/athena/files/2020/05/22/5ec83680c5b600109ea0d27d.pdf
2020-05-15,2020-05-17,Change Research,,0,1,"Thinking about the impact of the coronavirus, how serious are your concerns about each of the following? Me or a family member getting sick",lv,all,1424,48.0,22.0,20.0,9.0,https://www.changeresearch.com/post/states-of-play-battleground-wave-4
2020-05-15,2020-05-17,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,rv,all,1995,67.0,23.0,3.0,1.0,https://assets.morningconsult.com/wp-uploads/2020/05/19123311/200550_crosstabs_CORONAVIRUS_CONTENT_RVs_v2_JB.pdf
2020-05-15,2020-05-17,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,1961,58.0,30.0,9.0,3.0,https://theharrispoll.com/wp-content/uploads/2020/05/Wave-2-12_tabs.pdf
2020-05-09,2020-05-16,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,893,28.6,37.6,20.9,12.4,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-18-2020
2020-05-12,2020-05-15,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1011,48.0,38.0,8.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.15.20.pdf
2020-05-12,2020-05-15,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1011,35.0,32.0,21.0,12.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.15.20.pdf
2020-05-12,2020-05-15,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1011,46.0,32.0,15.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.15.20.pdf
2020-05-11,2020-05-14,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1010,45.0,34.0,14.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.14.20.pdf
2020-05-11,2020-05-14,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1010,31.0,36.0,23.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.14.20.pdf
2020-05-13,2020-05-14,Harris Poll,Harvard,0,1,Do you agree or disagree with each of the following? I am afraid that I will get the corona virus.,rv,all,1854,22.0,36.0,25.0,17.0,https://harvardharrispoll.com/wp-content/uploads/2020/05/May20_HHP_RegisteredVoters_Crosstabs.pdf
2020-05-13,2020-05-14,Ipsos (online),ABC News,0,1,How concerned are you that you or someone you know will be infected with the coronavirus?,a,all,564,36.0,43.0,17.0,5.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-abc-coronavirus-wave-9.pdf
2020-05-11,2020-05-14,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1010,47.0,38.0,10.0,5.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.14.20.pdf
2020-05-11,2020-05-13,YouGov,CBS News,0,1,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",a,all,2000,32.0,40.0,18.0,9.0,https://drive.google.com/file/d/1uFybAzWKhjq0M7MdhDFQwNEeeFrlyyaU/view
2020-05-08,2020-05-13,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1010,45.0,34.0,15.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.13.20.pdf
2020-05-08,2020-05-13,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1010,30.0,35.0,24.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.13.20.pdf
2020-05-08,2020-05-13,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1010,45.0,41.0,9.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.13.20.pdf
2020-05-12,2020-05-12,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,817,33.67,39.51,16.44,9.85,https://docs.google.com/spreadsheets/d/1WuukVMHY020EbSvNGK22X-Onb8BwBZ58ZW1BrXUAzIg/edit
2020-05-07,2020-05-12,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1009,45.0,41.0,11.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.12.20.pdf
2020-05-05,2020-05-12,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,821,31.0,35.4,21.2,11.4,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-14-2020
2020-05-07,2020-05-12,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1009,28.0,35.0,27.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.12.20.pdf
2020-05-10,2020-05-12,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,24.0,40.0,25.0,11.0,https://docs.cdn.yougov.com/sww5v5iven/econTabReport.pdf
2020-05-07,2020-05-12,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1009,42.0,36.0,16.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.12.20.pdf
2020-05-06,2020-05-11,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1020,30.0,33.0,26.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.11.20.pdf
2020-05-08,2020-05-11,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,980,60.0,28.0,8.0,3.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-axios-wave-9.pdf
2020-05-06,2020-05-11,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1020,48.0,40.0,9.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.11.20.pdf
2020-05-06,2020-05-11,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1020,43.0,35.0,17.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.11.20.pdf
2020-05-08,2020-05-10,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,2030,51.0,33.0,11.0,5.0,https://theharrispoll.com/wp-content/uploads/2020/05/Wave-2-11.pdf
2020-05-08,2020-05-10,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1004,26.0,38.0,19.0,15.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-11-2020_VF.pdf
2020-05-08,2020-05-10,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,64.0,24.0,3.0,1.0,https://assets.morningconsult.com/wp-uploads/2020/05/12122705/200529_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-05-08,2020-05-10,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,33.0,35.0,19.0,8.0,https://big.assets.huffingtonpost.com/athena/files/2020/05/15/5ebec87ac5b65727da7b17b2.pdf
2020-05-08,2020-05-10,Léger,Association for Canadian Studies,0,1,Are you afraid that someone in your immediate family will be contracting the COVID-19 (Coronavirus)?,a,all,1004,29.0,38.0,18.0,13.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-11-2020_VF.pdf
2020-05-05,2020-05-10,University of Maryland/Washington Post,,0,1,"How worried, if at all, are you about becoming infected and seriously ill from the coronavirus?",a,all,1007,22.0,36.0,24.0,17.0,https://www.washingtonpost.com/context/may-5-10-2020-washington-post-university-of-maryland-poll/722b3348-4f59-4b35-9fa0-2f9eb4ac76c0/?itid=lk_inline_manual_1
2020-05-04,2020-05-10,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,4159,11.0,42.0,34.0,13.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-05-02,2020-05-09,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,821,31.6,39.9,18.8,8.7,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-11-2020
2020-05-05,2020-05-08,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1022,44.0,34.0,16.0,5.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.08.20.pdf
2020-05-05,2020-05-08,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1022,30.0,36.0,25.0,10.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.08.20.pdf
2020-05-05,2020-05-08,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1022,48.0,39.0,10.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.08.20.pdf
2020-05-04,2020-05-07,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1010,43.0,35.0,16.0,5.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.07.20.pdf
2020-05-04,2020-05-07,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1010,31.0,34.0,25.0,9.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.07.20.pdf
2020-05-06,2020-05-07,Ipsos (online),ABC News,0,1,How concerned are you that you or someone you know will be infected with the coronavirus?,a,all,532,35.0,42.0,17.0,6.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-abc-coronavirus-wave-8.pdf
2020-05-04,2020-05-07,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1010,49.0,40.0,8.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.07.20.pdf
2020-05-01,2020-05-06,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1014,45.0,33.0,16.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.06.20.pdf
2020-05-01,2020-05-06,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1014,32.0,32.0,26.0,10.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.06.20.pdf
2020-05-01,2020-05-06,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1014,50.0,39.0,8.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.06.20.pdf
2020-04-28,2020-05-05,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,899,30.5,40.5,20.1,8.0,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-07-2020
2020-05-05,2020-05-05,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,918,36.47,38.35,16.05,8.63,https://docs.google.com/spreadsheets/d/1cj1W_9MLHk5A_j0c0I-UMH28UMGJ3_nULmtU6_Y2OI4/edit
2020-04-30,2020-05-05,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1005,49.0,39.0,8.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.05.20.pdf
2020-05-02,2020-05-05,Civiqs,Daily Kos,0,1,"How worried are you that you, personally, will become sick with the coronavirus?",a,all,1546,16.0,37.0,28.0,18.0,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_05_r8c32an.pdf
2020-04-30,2020-05-05,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1005,31.0,32.0,26.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.05.20.pdf
2020-05-03,2020-05-05,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,24.0,42.0,25.0,9.0,https://docs.cdn.yougov.com/5yope37lqh/econTabReport.pdf
2020-04-30,2020-05-05,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1005,44.0,32.0,18.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.05.20.pdf
2020-04-30,2020-05-04,AP-NORC,University of Chicago Divinity School,0,1,How worried are you about you or someone in your family being infected with… The coronavirus,a,all,1002,47.0,29.0,17.0,6.0,http://www.apnorc.org/projects/Documents/topline_divinity_policy.pdf
2020-04-29,2020-05-04,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1014,49.0,38.0,10.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.04.20.pdf
2020-05-01,2020-05-04,Hart Research Associates,Caring Across Generations,0,1,"How worried are you, if at all, that you or someone in your immediate family might catch the coronavirus?",a,all,1002,33.0,37.0,20.0,9.0,https://caringacross.org/wp-content/uploads/2020/05/FI12876-CAGNDWA-Topline-Results-for-Public-Release-May-1-4-2020.pdf
2020-05-01,2020-05-04,Ipsos (online),Axios,0,0,"How concerned are you, if at all, with the following? The U.S. economy collapsing during the coronavirus outbreak",a,all,1012,56.0,30.0,9.0,4.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-axios-wave-8.pdf
2020-04-29,2020-05-04,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1014,29.0,34.0,25.0,11.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.04.20.pdf
2020-04-30,2020-05-04,Monmouth U.,,0,1,"How concerned are you about someone in your family becoming seriously ill from the coronavirus outbreak – very concerned, somewhat concerned, not too concerned, or not at all concerned?",a,all,808,42.0,28.0,14.0,16.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_051120.pdf/
2020-04-29,2020-05-04,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1014,44.0,33.0,17.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.04.20.pdf
2020-05-01,2020-05-03,Change Research,CNBC,0,0,"Thinking about the impact of the coronavirus, how serious are your concerns about each of the following? A recession",lv,all,1489,49.0,34.0,13.0,4.0,https://www.changeresearch.com/post/states-of-play-battleground-wave-4
2020-05-01,2020-05-03,Léger,Association for Canadian Studies,0,1,Are you afraid that someone in your immediate family will be contracting the COVID-19 (Coronavirus)?,a,all,1002,33.0,34.0,17.0,12.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-COVID-19-Tracking-Report-May-4-2020-1.pdf
2020-04-27,2020-05-03,Gallup,,0,1,"How worried are you that you will get the coronavirus -- very worried, somewhat worried, not too worried, not worried at all?",a,all,4553,11.0,38.0,36.0,15.0,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
2020-04-28,2020-05-03,University of Maryland/Washington Post,,0,1,"How worried, if at all, are you about becoming infected and seriously ill from the coronavirus?",a,all,1005,21.0,42.0,21.0,16.0,https://www.washingtonpost.com/context/washington-post-university-of-maryland-national-poll-april-28-may-3-2020/9ac3c026-f68c-4733-82a0-daa6862d99b3/
2020-05-01,2020-05-03,Léger,Association for Canadian Studies,0,1,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,a,all,1002,29.0,36.0,19.0,14.0,https://leger360.com/wp-content/uploads/2020/05/Leger-National-COVID-19-Tracking-Report-May-4-2020-1.pdf
2020-05-01,2020-05-03,YouGov,Huffington Post,0,1,How concerned are you that you or someone in your family will contract the coronavirus?,a,all,1000,32.0,40.0,16.0,9.0,https://big.assets.huffingtonpost.com/athena/files/2020/05/07/5eb484aac5b6c8214cf4bade.pdf
2020-05-01,2020-05-03,Change Research,CNBC,0,1,"Thinking about the impact of the coronavirus, how serious are your concerns about each of the following? Me or a family member getting sick",lv,all,1489,44.0,22.0,25.0,10.0,https://www.changeresearch.com/post/states-of-play-battleground-wave-4
2020-05-01,2020-05-03,Morning Consult,,0,0,How concerned are you that the coronavirus will impact the following? U.S. economy,a,all,2200,66.0,20.0,3.0,2.0,https://assets.morningconsult.com/wp-uploads/2020/07/24151813/2004107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-05-01,2020-05-03,Harris Poll,,0,0,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,a,all,2039,54.0,33.0,9.0,3.0,https://theharrispoll.com/wp-content/uploads/2020/05/Wave-2-10_tabs_Banner-11.pdf
2020-04-25,2020-05-02,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,910,29.7,38.2,22.0,9.0,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-04-2020
2020-04-28,2020-05-01,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1022,29.0,36.0,25.0,10.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.01.20.pdf
2020-04-28,2020-05-01,YouGov,CBS News,0,1,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",a,all,2200,29.0,41.0,17.0,12.0,https://drive.google.com/file/d/1rPmATVVPfzsgn-1g7m9zX-PfFVgPXCGY/view
2020-04-28,2020-05-01,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1022,47.0,38.0,10.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.01.20.pdf
2020-04-28,2020-05-01,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1022,43.0,35.0,16.0,6.0,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.01.20.pdf
2020-04-27,2020-04-30,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1008,47.0,40.0,9.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.30.20.pdf
2020-04-27,2020-04-30,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1008,43.0,36.0,15.0,5.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.30.20.pdf
2020-04-27,2020-04-30,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1008,31.0,34.0,27.0,8.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.30.20.pdf
2020-04-29,2020-04-30,Ipsos (online),ABC News,0,1,How concerned are you that you or someone you know will be infected with the coronavirus?,a,all,518,39.0,42.0,13.0,4.0,https://abcnews.go.com/Politics/americans-uneasy-returning-normal-restrictions-loosen-poll/story?id=70423858
2020-04-24,2020-04-29,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1004,31.0,35.0,26.0,8.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.29.20.pdf
2020-04-24,2020-04-29,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1004,47.0,42.0,8.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.29.20.pdf
2020-04-24,2020-04-29,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1004,46.0,36.0,14.0,5.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.29.20.pdf
2020-04-23,2020-04-28,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1012,44.0,45.0,8.0,3.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.28.20.pdf
2020-04-23,2020-04-28,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,rv,all,1012,45.0,36.0,15.0,4.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.28.20.pdf
2020-04-23,2020-04-28,Global Strategy Group/GBAO/Navigator Research,,1,1,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,rv,all,1012,31.0,35.0,28.0,7.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.28.20.pdf
2020-04-26,2020-04-28,YouGov,Economist,0,1,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing COVID-19?",a,all,1500,22.0,42.0,27.0,10.0,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf
2020-04-28,2020-04-28,Data for Progress,,0,1,How worried are you personally about experiencing coronavirus (COVID-19)?,a,all,1048,36.21,36.36,18.21,8.46,https://docs.google.com/spreadsheets/d/1zA_YTHzyYFjKcjwUD6fvtkemZ7BOSJ0p2AcEhTI9kJY/edit
2020-04-21,2020-04-28,Firehouse Strategies/Øptimus,,1,1,How worried are you about the possibility that you or your family members may contract coronavirus?,a,all,874,28.9,40.9,20.3,9.0,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-30-2020
2020-04-22,2020-04-27,Global Strategy Group/GBAO/Navigator Research,,1,0,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,rv,all,1031,42.0,45.0,10.0,2.0,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.27.20.pdf
